cpb-aacip-43-np1wd3qd13__10564923___1.0_11.0,0.0,1.0,"Female"
cpb-aacip-15-gx44q7qx6r__22128-2009_10_24CamB-RAW_.h264__1098.0_1108.0,4.0,1.0,"Male"
cpb-aacip-15-91sf8427.h264__312.0_322.0,2.0,1.0,"Background noise"
cpb-aacip-15-66j103g4__213.0_223.0,0.0,1.0,"Music"
cpb-aacip-86-46d258rh.h264__1680.0_1690.0,3.0,1.0,"Silence"
cpb-aacip-15-26m0cr75.h264__491.0_501.0,2.0,1.0,"Background noise"
cpb-aacip-111-61rfjgmp.h264__127.0_137.0,4.0,1.0,"Male"
cpb-aacip-29-246q5b8z.h264__890.0_900.0,2.0,1.0,"Male"
cpb-aacip-17-06g1kpz9.h264__839.0_849.0,3.0,1.0,"Male"
cpb-aacip-200-66j0zxdv.h264__288.0_298.0,3.0,1.0,"Music"
cpb-aacip-500-t43j2h02__1174.0_1184.0,4.0,1.0,"Male"
cpb-aacip-225-418kpwn4.h264__202.0_212.0,4.0,1.0,"Male"
cpb-aacip-60-03cz8wz8.h264__245.0_255.0,3.0,1.0,"Male with background noise"
cpb-aacip-15-91fj773h__1748.0_1758.0,2.0,1.0,"Music"
cpb-aacip-160-31qftzdq.h264__57.0_67.0,3.0,1.0,"Not Sure"
cpb-aacip-20-58pc8cwj__4687.0_4697.0,4.0,1.0,"Music"
cpb-aacip-254-62s4n2n1.h264__660.0_670.0,0.0,1.0,"Male with background noise"
cpb-aacip-259-xk84nj3s.h264__3452.0_3462.0,4.0,1.0,"Music"
cpb-aacip-43-79v15r75__4421.0_4431.0,2.0,1.0,"Male"
cpb-aacip-55-ks6j09wj3g__cpb-aacip-55-25x6bfzm.mpeg2_.h264__2523.0_2533.0,1.0,1.0,"Male with background noise"
cpb-aacip-15-09w0w2pb__466.0_476.0,1.0,1.0,"Male"
cpb-aacip-75-45q83j16.h264__1132.0_1142.0,0.0,1.0,"Female"
cpb-aacip-500-9c6s2t83__1287.0_1297.0,1.0,1.0,"Male"
cpb-aacip-77-311nt3wn.h264__916.0_926.0,1.0,1.0,"Male"
cpb-aacip-224-62s4n3ng__4125.0_4135.0,4.0,1.0,"Male"
cpb-aacip-378-51hhmncc.h264__1562.0_1572.0,0.0,1.0,"Male"
cpb-aacip-305-752fr643__1855.0_1865.0,3.0,1.0,"Male with background noise"
cpb-aacip-245-30bvqdm9.h264__622.0_632.0,3.0,1.0,"Background noise"
cpb-aacip-60-504xh3pf.h264__511.0_521.0,1.0,1.0,"Male"
cpb-aacip-15-28nck39v__896.0_906.0,4.0,1.0,"Male"
cpb-aacip-359-82k6dwkx.h264__514.0_524.0,0.0,1.0,"Female"
cpb-aacip-127-0644j324.h264__1051.0_1061.0,3.0,1.0,"Noise"
cpb-aacip-55-7940r9mf8b__cpb-aacip-55-68x96shz.mpeg2_.h264__1456.0_1466.0,2.0,1.0,"Male"
cpb-aacip-43-9995xp4x__1116.0_1126.0,0.0,1.0,"Male"
cpb-aacip-41-61djhhkv.h264__1135.741_1145.741,0.0,1.0,"Male"
cpb-aacip-131-16pzgpj6.h264__360.0_370.0,3.0,1.0,"Male"
cpb-aacip-500-c24qpn7w__1002.0_1012.0,4.0,1.0,"Female"
cpb-aacip-129-80ht7k6c.h264__1145.0_1155.0,3.0,1.0,"Multiple Speakers"
cpb-aacip-15-784j1d6t__2155.0_2165.0,2.0,1.0,"Male with background noise"
cpb-aacip-293-03qv9sj9.h264__869.0_879.0,0.0,1.0,"Female"
cpb-aacip-15-ns0ks6jf2v__25888-2010_10_22-RAW_.h264__2107.0_2117.0,4.0,1.0,"Male"
cpb-aacip-259-5h7bvh9w.h264__1220.0_1230.0,1.0,1.0,"Female with background noise"
cpb-aacip-15-5717m0445f__lsps07_vid_polarbear_.h264__89.0_99.0,3.0,1.0,"Silence"
cpb-aacip-24-8s4jm23m4x__1407.0_1417.0,4.0,1.0,"Music"
cpb-aacip-500-pz51m88z__1296.0_1306.0,2.0,1.0,"Male"
cpb-aacip-120-53wsv000.h264__866.0_876.0,0.0,1.0,"Female with background noise"
cpb-aacip-15-513tt4fv0v__orlando_hour_2_jackie_class_.h264__38.0_48.0,4.0,1.0,"Female with background noise"
cpb-aacip-15-913n69dn__175.0_185.0,0.0,1.0,"Male"
cpb-aacip-41-28nck0s1.h264__673.0_683.0,1.0,1.0,"Male"
cpb-aacip-235-41zcsnt9__6736.0_6746.0,4.0,1.0,"Female with background noise"
cpb-aacip-80-13mw791t__5820.0_5830.0,4.0,1.0,"Male"
cpb-aacip-309-68x964fv__1917__22.902_32.902,2.0,1.0,"Male with background noise"
cpb-aacip-75-09j3v8qv.h264__742.0_752.0,3.0,1.0,"Male"
cpb-aacip-60-07gqnm2j.h264__652.0_662.0,3.0,1.0,"Male with background noise"
cpb-aacip-120-1937q0sv.h264__1463.0_1473.0,3.0,1.0,"Female"
cpb-aacip-43-354f55kc__2770.0_2780.0,4.0,1.0,"Male"
cpb-aacip-75-30bvqdz6.h264__1509.0_1519.0,0.0,1.0,"Music"
cpb-aacip-15-30prrfm2__3711.0_3721.0,1.0,1.0,"Male"
cpb-aacip-15-25x69xqt__1960.0_1970.0,4.0,1.0,"Male"
cpb-aacip-24-028pc2t83z__1500.0_1510.0,3.0,1.0,"Male with background noise"
cpb-aacip-131-150gb6zn.h264__1207.0_1217.0,3.0,1.0,"Male"
cpb-aacip-75-21tdzbv9.h264__2107.0_2117.0,2.0,1.0,"Male with background noise"
cpb-aacip-15-bc3st7f009__barcode121572_.h264__58.0_68.0,0.0,1.0,"Male with background noise"
cpb-aacip-15-687h4jpj__891.0_901.0,3.0,1.0,"Male"
cpb-aacip-80-46qz6s2w__667.0_677.0,0.0,1.0,"Male"
cpb-aacip-15-7634v2wb__3164.0_3174.0,2.0,1.0,"Music"
cpb-aacip-77-02q57zt0.h264__139.0_149.0,4.0,1.0,"Male"
cpb-aacip-83-36547pqh.h264__2059.0_2069.0,2.0,1.0,"Male"
cpb-aacip-77-7634vstt.h264__1673.0_1683.0,2.0,1.0,"Music"
cpb-aacip-15-ks6j09wc05__ABC61977_.h264__120.0_130.0,0.0,1.0,"Background noise"
cpb-aacip-259-028pfc9d.h264__2015.0_2025.0,1.0,1.0,"Male"
cpb-aacip-15-154dn3zw5t__200202A37B_.h264__54.0_64.0,0.0,1.0,"Male with background noise"
cpb-aacip-15-02c86ftp__1486.0_1496.0,3.0,1.0,"Male with background noise"
cpb-aacip-75-21tdzbv9.h264__3162.0_3172.0,1.0,1.0,"Music"
cpb-aacip-15-9mg7fv33__238409_20130604tw__3000.0_3010.0,0.0,1.0,"Male"
cpb-aacip-15-9rf5kf36__222455_20120619ERS__2049.0_2059.0,1.0,1.0,"Male"
cpb-aacip-24-mk6542jn1m__2338.0_2348.0,1.0,1.0,"Music"
cpb-aacip-500-4746tw5k__427.0_437.0,3.0,1.0,"Male with background noise"
cpb-aacip-43-zk55d8p20f__10377228___324.0_334.0,1.0,1.0,"Male"
cpb-aacip-37-924b8s1v.h264__493.0_503.0,2.0,1.0,"Female"
cpb-aacip-77-7634vstt.h264__1407.0_1417.0,2.0,1.0,"Male with background noise"
cpb-aacip-50-182jm94g__192.0_202.0,0.0,1.0,"Music"
cpb-aacip-80-7312kdpj__6135.0_6145.0,2.0,1.0,"Female"
cpb-aacip-15-73bzkx9d__1794.0_1804.0,3.0,1.0,"Applause"
cpb-aacip-15-8279d3mz__1980.0_1990.0,4.0,1.0,"Music"
cpb-aacip-235-451g2m62.h264__939.0_949.0,4.0,1.0,"Music"
cpb-aacip-500-j09w500x__1502.0_1512.0,0.0,1.0,"Male"
cpb-aacip-78-18rbpj8n.h264__411.0_421.0,3.0,1.0,"Music"
cpb-aacip-55-41mgrcxp.h264__801.0_811.0,1.0,1.0,"Male"
cpb-aacip-129-128936mx.h264__531.0_541.0,0.0,1.0,"Male"
cpb-aacip-200-66j0zxdv.h264__288.0_298.0,3.0,1.0,"Music"
cpb-aacip-15-51vdnrr7__577.0_587.0,4.0,1.0,"Male"
cpb-aacip-17-97xktqjf.h264__632.0_642.0,1.0,1.0,"Male"
cpb-aacip-43-n58cf9jn1v__10355508___307.0_317.0,3.0,1.0,"Female"
cpb-aacip-300-41zcrrqf__488.0_498.0,2.0,1.0,"Male"
cpb-aacip-500-7p8tfx0k__8.0_18.0,3.0,1.0,"Male"
cpb-aacip-500-bz619c69__771.0_781.0,1.0,1.0,"Male"
cpb-aacip-129-128936mx.h264__531.0_541.0,2.0,1.0,"Male"
cpb-aacip-16-vh5cc0vd61__focus050426a___2191.0_2201.0,4.0,1.0,"Male"
cpb-aacip-16-09j3v3j8.h264__1014.0_1024.0,4.0,1.0,"Male with background noise"
cpb-aacip-500-j09w500x__1384.0_1394.0,2.0,1.0,"Male with background noise"
cpb-aacip-131-29b5mp7b.h264__2779.0_2789.0,1.0,1.0,"Music"
cpb-aacip-83-23612txx.h264__3211.0_3221.0,0.0,1.0,"Male"
cpb-aacip-43-7312k28f__1214.0_1224.0,1.0,1.0,"Female"
cpb-aacip-15-5370s8vp.h264__140.0_150.0,0.0,1.0,"Female"
cpb-aacip-197-73bzkt6f.h264__3080.0_3090.0,3.0,1.0,"Applause"
cpb-aacip-15-9g737346__215470_20120105CCS__3346.0_3356.0,3.0,1.0,"Female"
cpb-aacip-16-09j3v3j8.h264__310.0_320.0,2.0,1.0,"Silence"
cpb-aacip-30-741rp7kd__634.0_644.0,0.0,1.0,"Male"
cpb-aacip-43-w66930pd42__10403933___66.0_76.0,4.0,1.0,"Female"
cpb-aacip-81-19f4qtzt.h264__627.0_637.0,1.0,1.0,"Female"
cpb-aacip-309-55z617q0__Butterfly__14.0_24.0,1.0,1.0,"Female"
cpb-aacip-129-sb3ws8hx30__4NCP2728YY_.h264__783.0_793.0,1.0,1.0,"Male"
cpb-aacip-15-jm23b5wh6f__200201A18A_.h264__71.0_81.0,2.0,1.0,"Female"
cpb-aacip-15-26m0cr75.h264__1712.0_1722.0,4.0,1.0,"Silence"
cpb-aacip-80-27mpgm77__6905.0_6915.0,0.0,1.0,"Female"
cpb-aacip-15-w08w951c33__20100924ERS___2825.0_2835.0,3.0,1.0,"Male"
cpb-aacip-41-106wwrb2.h264__1378.0_1388.0,4.0,1.0,"Male"
cpb-aacip-77-9673p595.h264__3588.0_3598.0,2.0,1.0,"Music"
cpb-aacip-300-41zcrrqf__488.0_498.0,3.0,1.0,"Male"
cpb-aacip-129-2908kwdm.h264__876.0_886.0,3.0,1.0,"Male"
cpb-aacip-384-19f4qvfw.h264__295.0_305.0,4.0,1.0,"Male"
cpb-aacip-43-354f55kc__421.0_431.0,1.0,1.0,"Male"
cpb-aacip-43-752frhfj__1636.0_1646.0,3.0,1.0,"Male"
cpb-aacip-22-085hqctq.h264__31.0_41.0,4.0,1.0,"Male with background noise"
cpb-aacip-345-90rr56km__1078.0_1088.0,0.0,1.0,"Female"
cpb-aacip-80-7312kdpj__6135.0_6145.0,4.0,1.0,"Female"
cpb-aacip-29-859cnzb1.h264__1185.0_1195.0,0.0,1.0,"Multiple Speakers"
cpb-aacip-15-g44hm52s8p__barcode49028_clip2_.h264__153.0_163.0,4.0,1.0,"Music"
cpb-aacip-80-27mpgm77__6905.0_6915.0,4.0,1.0,"Male"
cpb-aacip-129-021c5drw.h264__677.0_687.0,3.0,1.0,"Music"
cpb-aacip-500-zp3vzk8c__138.0_148.0,0.0,1.0,"Male"
cpb-aacip-153-38jdfsp3__705.0_715.0,3.0,1.0,"Music"
cpb-aacip-83-23612txx.h264__2179.0_2189.0,3.0,1.0,"Male with background noise"
cpb-aacip-120-1937q0sv.h264__1463.0_1473.0,3.0,1.0,"Female"
cpb-aacip-235-451g2m62.h264__939.0_949.0,2.0,1.0,"Music"
cpb-aacip-80-21ghxqvf__4789.0_4799.0,0.0,1.0,"Male"
cpb-aacip-80-612nh4w6__5795.0_5805.0,0.0,1.0,"Female"
cpb-aacip-259-0p0wss0p.h264__520.0_530.0,0.0,1.0,"Male with background noise"
cpb-aacip-41-38w9gvxg.h264__2494.0_2504.0,0.0,1.0,"Music"
cpb-aacip-15-gx44q7qx6r__22128-2009_10_24CamB-RAW_.h264__1098.0_1108.0,3.0,1.0,"Male"
cpb-aacip-15-25x69z1p__73.0_83.0,0.0,1.0,"Female"
cpb-aacip-16-f18sb3x90v__focus001222a___279.0_289.0,0.0,1.0,"Male"
cpb-aacip-15-s46h12vh7p__barcode88186_.h264__844.0_854.0,0.0,1.0,"Female"
cpb-aacip-384-171vhm8d.h264__239.0_249.0,2.0,1.0,"Male"
cpb-aacip-15-70zpcpnp__1060.0_1070.0,1.0,1.0,"Male"
cpb-aacip-15-tm71v5bv4t__barcode106242_.h264__178.0_188.0,0.0,1.0,"Male"
cpb-aacip-60-25x69sg6.h264__1705.0_1715.0,3.0,1.0,"Male"
cpb-aacip-43-n58cf9jn1v__10355508___19.0_29.0,2.0,1.0,"Female"
cpb-aacip-43-np1wd3qd13__10564923___1.0_11.0,2.0,1.0,"Female"
cpb-aacip-151-1c1td9nh2g__fma-2-62453-int-20120620_.h264__396.0_406.0,3.0,1.0,"Male"
cpb-aacip-55-36h195bs.h264__559.0_569.0,2.0,1.0,"Female"
cpb-aacip-15-09w0w2pb__466.0_476.0,2.0,1.0,"Male"
cpb-aacip-500-g7374t3m__1598.0_1608.0,2.0,1.0,"Male"
cpb-aacip-235-451g2m62.h264__1174.0_1184.0,3.0,1.0,"Female"
cpb-aacip-75-09j3v8qv.h264__742.0_752.0,3.0,1.0,"Male"
cpb-aacip-394-95w6mr8f.h264__55.0_65.0,4.0,1.0,"Male"
cpb-aacip-41-26xwdnz0.h264__94.0_104.0,4.0,1.0,"Female"
cpb-aacip-500-7p8tfx5s__871.0_881.0,4.0,1.0,"Male"
cpb-aacip-402-956djt4c__613.0_623.0,1.0,1.0,"Male"
cpb-aacip-80-87pnwn4p__5136.0_5146.0,4.0,1.0,"Male"
cpb-aacip-20-58pc8cwj__4687.0_4697.0,0.0,1.0,"Music"
cpb-aacip-500-m61bq97p__1601.0_1611.0,1.0,1.0,"Music"
cpb-aacip-30-f76639kj92__ic_lockhardt4___132.0_142.0,2.0,1.0,"Not Sure"
cpb-aacip-15-35t76tkn__780.0_790.0,2.0,1.0,"Music"
cpb-aacip-500-9c6s2t83__287.0_297.0,0.0,1.0,"Male"
cpb-aacip-41-612ngvcw.h264__439.0_449.0,3.0,1.0,"Applause"
cpb-aacip-500-4q7qs98z__1703.0_1713.0,0.0,1.0,"Male"
cpb-aacip-80-46qz6s2w__5826.0_5836.0,1.0,1.0,"Male"
cpb-aacip-86-82k6dt5k.h264__528.0_538.0,4.0,1.0,"Male with background noise"
cpb-aacip-17-97xktqjf.h264__632.0_642.0,3.0,1.0,"Male with background noise"
cpb-aacip-27-qv3bz61s41__WYSO_UN_5___977.0_987.0,2.0,1.0,"Female"
cpb-aacip-127-0644j324.h264__1033.0_1043.0,3.0,1.0,"Music"
cpb-aacip-120-8380gnwf.h264__515.0_525.0,2.0,1.0,"Male"
cpb-aacip-37-924b8s1v.h264__493.0_503.0,4.0,1.0,"Female"
cpb-aacip-80-7312kdpj__1304.0_1314.0,3.0,1.0,"Female"
cpb-aacip-15-g44hm52s8p__barcode49028_clip2_.h264__153.0_163.0,1.0,1.0,"Male with background noise"
cpb-aacip-394-14nk9bcg.h264__637.0_647.0,3.0,1.0,"Male"
cpb-aacip-15-9g44hq5c__104125_.h264__158.0_168.0,3.0,1.0,"Female with background noise"
cpb-aacip-309-021c5b54__Big_Chief_Smiley-1__4.0_14.0,0.0,1.0,"Male with background noise"
cpb-aacip-129-b27pn8xk6z__4NCP2309YY_.h264__1296.0_1306.0,2.0,1.0,"Male"
cpb-aacip-17-92g7bd5n.h264__885.0_895.0,3.0,1.0,"Male"
cpb-aacip-83-36547pqh.h264__2059.0_2069.0,2.0,1.0,"Male"
cpb-aacip-15-w08w951060__barcode49714_.h264__1061.0_1071.0,1.0,1.0,"Male"
cpb-aacip-15-4q7qn5zb3z__26284-2010_11_01_.h264__2530.0_2540.0,3.0,1.0,"Male"
cpb-aacip-80-7312kdpj__1304.0_1314.0,0.0,1.0,"Female"
cpb-aacip-60-03cz8wz8.h264__245.0_255.0,2.0,1.0,"Background noise"
cpb-aacip-16-sn00z71h87__focus030630b___1155.0_1165.0,3.0,1.0,"Multiple Speakers"
cpb-aacip-398-881jx4kx.h264__230.0_240.0,1.0,1.0,"Background noise"
cpb-aacip-15-70zpcpnp__1060.0_1070.0,0.0,1.0,"Male"
cpb-aacip-245-30bvqdm9.h264__504.0_514.0,3.0,1.0,"Silence"
cpb-aacip-41-26xwdnz0.h264__94.0_104.0,3.0,1.0,"Female"
cpb-aacip-309-25x69rqf__Worry__23.0_33.0,0.0,1.0,"Female"
cpb-aacip-43-np1wd3qd13__10564923___1.0_11.0,1.0,1.0,"Female"
cpb-aacip-41-58bg7gx0.h264__830.0_840.0,2.0,1.0,"Male"
cpb-aacip-15-xg9f47h66w__ess05_vid_flood_.h264__1432.0_1442.0,2.0,1.0,"Silence"
cpb-aacip-153-90rr5763.h264__3483.0_3493.0,4.0,1.0,"Music"
cpb-aacip-129-b27pn8xk6z__4NCP2309YY_.h264__123.0_133.0,2.0,1.0,"Male"
cpb-aacip-29-580k6n0t.h264__930.0_940.0,1.0,1.0,"Male"
cpb-aacip-16-09j3v3j8.h264__310.0_320.0,0.0,1.0,"Silence"
cpb-aacip-15-ws8hd7p639__26979-2010_10_31_.h264__859.0_869.0,0.0,1.0,"Male"
cpb-aacip-62-mp4vh5cw65__netnola_bljl_57_doc_.h264__871.0_881.0,3.0,1.0,"Male"
cpb-aacip-259-vm42v94x.h264__1692.0_1702.0,3.0,1.0,"Applause"
cpb-aacip-500-fx74008h__38.0_48.0,3.0,1.0,"Music"
cpb-aacip-384-19f4qvfw.h264__295.0_305.0,4.0,1.0,"Male"
cpb-aacip-500-cr5ndp7x__291.0_301.0,0.0,1.0,"Male"
